Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
hr,Zepto,Bangalore,Immediately,6 Months,"₹ 25,000 /month",25000.0,Entry,hr,2-1 (Entry),"Documentation, Basic HR Knowledge, Communication","['Documentation', 'Basic HR Knowledge', 'Communication']"
hr,Btree Systems,Chennai,Immediately,6 Months,"₹ 6,000 /month",6000.0,Mid,hr,7-5 (Mid),"Recruitment, HR Policies, HR Software, Communication","['Recruitment', 'HR Policies', 'HR Software', 'Communication']"
operations,Exprto,Gurgaon,Immediately,6 Months,"₹ 8,000-10,000 /month",9000.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
telecalling,Inovoda Business  Solutions,Mumbai,Immediately,3 Months,"₹ 5,000-30,000 /month",17500.0,Entry,telecalling,9-1 (Entry),"Basic Calling, Communication, Notes","['Basic Calling', 'Communication', 'Notes']"
content writing,IELTS Proficiency,Work From Home,Immediately,3 Months,"₹ 4,000-7,000 /month",5500.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
event management,Million Dreams,Bangalore,Immediately,3 Months,"₹ 6,000 /month",6000.0,Mid,event management,14-12 (Mid),"Scheduling, Vendor Coordination, Budgeting, Coordination","['Scheduling', 'Vendor Coordination', 'Budgeting', 'Coordination']"
content writing,Travluk Holidays Private Limited,Gurgaon,Immediately,3 Months,"₹ 17,000 /month",17000.0,Entry,content writing,11-1 (Entry),"Writing, Editing, Blogging","['Writing', 'Editing', 'Blogging']"
business development (sales),Just Signs India Private Limited,Bangalore,Immediately,3 Months,"₹ 8,500 /month +  Incentives",8500.0,Senior,business development (sales),43-40 (Senior),"Negotiation, CRM, Market Research, Lead Generation, Communication, Reporting, Presentation","['Negotiation', 'CRM', 'Market Research', 'Lead Generation', 'Communication', 'Reporting', 'Presentation']"
business development (sales),Skillarena Education Technologies,Work From Home,Immediately,3 Months,"₹ 10,000 lump sum +  Incentives",10000.0,Mid,business development (sales),39-34 (Mid),"CRM, Lead Generation, Communication, Customer Relationship Management, Reporting, Presentation","['CRM', 'Lead Generation', 'Communication', 'Customer Relationship Management', 'Reporting', 'Presentation']"
human resources (hr),CrossIdentity,Bangalore,Immediately,3 Months,"₹ 2,000 lump sum",2000.0,Elite,human resources (hr),29-27 (Elite),"Recruitment, Employee Engagement, HR Policies, Performance Management, HR Software, Communication, Reporting","['Recruitment', 'Employee Engagement', 'HR Policies', 'Performance Management', 'HR Software', 'Communication', 'Reporting']"
video making/editing,Red Maple Media,Chennai,Immediately,3 Months,"₹ 5,000-8,000 /month",6500.0,Senior,video making/editing,23-21 (Senior),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
business development (sales),Nerdy Academy,Mumbai,Immediately,3 Months,"₹ 15,000-50,000 /month",32500.0,Entry,business development (sales),27-1 (Entry),"Communication, Customer Interaction, Cold Calling, Record Keeping","['Communication', 'Customer Interaction', 'Cold Calling', 'Record Keeping']"
python development,A Plus Topper,Work From Home,Immediately,3 Months,"₹ 4,000-5,000 /month",4500.0,Elite,python development,11 (Elite),"Python, Django/Flask, REST APIs, SQL, Testing, Git, Deployment","['Python', 'Django/Flask', 'REST APIs', 'SQL', 'Testing', 'Git', 'Deployment']"
front end development,"Arnifi (Dubai, United Arab Emirates)",Work From Home,Immediately,2 Months,"₹ 15,000 /month",15000.0,Junior,front end development,4-3 (Junior),"HTML, CSS, JS, React, Git","['HTML', 'CSS', 'JS', 'React', 'Git']"
event management,"Edzu Edtech (Ghaziabad, India)",Vadodara,Immediately,2 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,event management,17 (Elite),"Event Planning, Budgeting, Vendor Management, Logistics, Coordination, Marketing","['Event Planning', 'Budgeting', 'Vendor Management', 'Logistics', 'Coordination', 'Marketing']"
video editing,Invest In Mind,Work From Home,Immediately,2 Months,"₹ 20,000 /month",20000.0,Entry,video editing,11-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
architecture,Bhavini Manot,Mumbai,Immediately,3 Months,"₹ 5,000-7,000 /month",6000.0,Senior,architecture,12 (Senior),"AutoCAD, 3D Modeling, Project Planning, Rendering, Design Principles, Communication","['AutoCAD', '3D Modeling', 'Project Planning', 'Rendering', 'Design Principles', 'Communication']"
marketing,Corizo Edu-Tech,Work From Home,Immediately,3 Months,"₹ 1,000-10,000 /month",5500.0,Mid,marketing,34-31 (Mid),"Marketing Strategy, Analytics, Campaign Management, Brand Management, Communication","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'Communication']"
python development,CSG Technosol Private Limited,Noida,Immediately,3 Months,"₹ 7,500 /month",7500.0,Senior,python development,10 (Senior),"Python, Django/Flask, REST APIs, SQL, Testing, Git, Deployment","['Python', 'Django/Flask', 'REST APIs', 'SQL', 'Testing', 'Git', 'Deployment']"
videography,Nextsolutions.in,Work From Home,Immediately,3 Months,"₹ 15,000 /month",15000.0,Entry,videography,3-1 (Entry),"Camera Basics, Basic Editing, Communication","['Camera Basics', 'Basic Editing', 'Communication']"
ui/ux design,Websiteble Services LLP,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month",4000.0,Senior,ui/ux design,13 (Senior),"Figma, Prototyping, User Research, Wireframing, Interaction Design, Usability Testing","['Figma', 'Prototyping', 'User Research', 'Wireframing', 'Interaction Design', 'Usability Testing']"
law/legal,APS Partners,Delhi,Immediately,3 Months,"₹ 3,500 /month",3500.0,Senior,law/legal,15 (Senior),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
digital marketing,Captivate Marketing Space,Work From Home,Immediately,3 Months,"₹ 2,000 lump sum",2000.0,Elite,digital marketing,40-38 (Elite),"SEO, SEM, Google Ads, Facebook Ads, Analytics, Marketing Strategy, Conversion Optimization, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Facebook Ads', 'Analytics', 'Marketing Strategy', 'Conversion Optimization', 'Campaign Management']"
digital marketing,Aastha Pitalia,Bangalore,Immediately,3 Months,"₹ 10,000-20,000 /month",15000.0,Entry,digital marketing,14-1 (Entry),"Social Media Posting, Content Creation, Basic Analytics","['Social Media Posting', 'Content Creation', 'Basic Analytics']"
data entry,Webiniser LTD,Work From Home,Immediately,3 Months,"₹ 10,000-17,000 /month",13500.0,Entry,data entry,5-1 (Entry),"Typing, Record Keeping, Basic Documentation","['Typing', 'Record Keeping', 'Basic Documentation']"
mobile app development,Goldfinch Technologies,Mumbai,Immediately,3 Months,"₹ 5,000 /month +  Incentives",5000.0,Mid,mobile app development,10-8 (Mid),"Java/Kotlin, Flutter, UI Implementation, API Usage, Git","['Java/Kotlin', 'Flutter', 'UI Implementation', 'API Usage', 'Git']"
graphic design,Fabista Solutions Private Limited,Mumbai,Immediately,3 Months,"₹ 7,000-8,000 /month",7500.0,Mid,graphic design,31-25 (Mid),"Photoshop, Illustrator, Branding, UX/UI, Typography","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography']"
content writing,Daily Tech Suggest,Work From Home,Immediately,3 Months,"₹ 1,500-4,000 /month",2750.0,Senior,content writing,42-38 (Senior),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Blogging']"
social media marketing,Flavors4All,Mumbai,Immediately,3 Months,"₹ 10,000-10,001 /month",10000.5,Junior,social media marketing,24-20 (Junior),"Social Media Management, Content Planning, Communication, Reporting","['Social Media Management', 'Content Planning', 'Communication', 'Reporting']"
field sales,MIDIND Industrial Development Limited,Navi Mumbai,Immediately,3 Months,"₹ 7,500 /month",7500.0,Mid,field sales,8-6 (Mid),"CRM, Lead Generation, Customer Interaction, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Communication']"
web development,Jeevam Health,Bangalore,Immediately,3 Months,"₹ 10,000-20,000 /month",15000.0,Entry,web development,11-1 (Entry),"HTML, CSS, JS, Basic Git","['HTML', 'CSS', 'JS', 'Basic Git']"
finance & accounting,Aanet Talent Global Solutions,Bangalore,Immediately,3 Months,"₹ 10,000 /month",10000.0,Junior,finance & accounting,4-3 (Junior),"Accounting, Excel, Reporting, Budgeting","['Accounting', 'Excel', 'Reporting', 'Budgeting']"
recruitment,Talent Giants Consultancy Services,Work From Home,Immediately,2 Months,"₹ 1,500 /month +  Incentives",1500.0,Elite,recruitment,19 (Elite),"Talent Sourcing, Interviewing, HR Software, Candidate Assessment, Employer Branding, Communication","['Talent Sourcing', 'Interviewing', 'HR Software', 'Candidate Assessment', 'Employer Branding', 'Communication']"
social media marketing,A.S TRADING,Work From Home,Immediately,2 Months,"₹ 13,000 /month +  Incentives",13000.0,Junior,social media marketing,24-20 (Junior),"Social Media Management, Content Planning, Communication, Reporting","['Social Media Management', 'Content Planning', 'Communication', 'Reporting']"
digital marketing,A.S TRADING,Work From Home,Immediately,2 Months,"₹ 14,000 /month +  Incentives",14000.0,Junior,digital marketing,24-15 (Junior),"Social Media, Content Creation, Basic Analytics, Posting","['Social Media', 'Content Creation', 'Basic Analytics', 'Posting']"
business development (sales),A.S TRADING,Work From Home,Immediately,2 Months,"₹ 12,000 /month +  Incentives",12000.0,Junior,business development (sales),33-28 (Junior),"Lead Generation, Communication, Customer Engagement, Product Knowledge, Reporting","['Lead Generation', 'Communication', 'Customer Engagement', 'Product Knowledge', 'Reporting']"
front end development,Fabulous Media Private Limited,Gurgaon,Immediately,2 Months,"₹ 5,000-15,000 /month",10000.0,Mid,front end development,7-5 (Mid),"HTML, CSS, JS, React, Git","['HTML', 'CSS', 'JS', 'React', 'Git']"
full stack development,AlgoHype,Ghaziabad,Immediately,2 Months,"₹ 10,000-15,000 /month",12500.0,Junior,full stack development,14-12 (Junior),"HTML, CSS, JS, Git, Basic React","['HTML', 'CSS', 'JS', 'Git', 'Basic React']"
business development (sales),Skill Bird,Noida,Immediately,3 Months,"₹ 16,000 /month",16000.0,Junior,business development (sales),33-28 (Junior),"Lead Generation, Communication, Customer Engagement, Product Knowledge, Reporting","['Lead Generation', 'Communication', 'Customer Engagement', 'Product Knowledge', 'Reporting']"
law/legal,Barahami Legal Services,Delhi,Immediately,3 Months,"₹ 3,000-6,000 /month",4500.0,Mid,law/legal,14-12 (Mid),"Legal Drafting, Case Filing, Basic Research, Communication","['Legal Drafting', 'Case Filing', 'Basic Research', 'Communication']"
mechanical engineering,Indroyd Labs,Pune,Immediately,3 Months,"₹ 10,000-15,000 /month",12500.0,Entry,mechanical engineering,2-1 (Entry),"Basic CAD, Material Knowledge, Simple Calculations","['Basic CAD', 'Material Knowledge', 'Simple Calculations']"
sales,Uniworks Designs Private Limited,Hyderabad,Immediately,3 Months,"₹ 12,000-18,000 /month",15000.0,Junior,sales,16-12 (Junior),"CRM, Lead Generation, Customer Interaction, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Communication']"
interior design,Jaideep Sachdeva,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month",9000.0,Mid,interior design,9-7 (Mid),"AutoCAD, Sketching, Design Principles, Communication","['AutoCAD', 'Sketching', 'Design Principles', 'Communication']"
flutter development,Branding Catalyst,Vasai,Immediately,3 Months,"₹ 4,000 /month +  Incentives",4000.0,Senior,flutter development,9 (Senior),"Flutter, Dart, UI/UX Design, API Integration, Testing, Git","['Flutter', 'Dart', 'UI/UX Design', 'API Integration', 'Testing', 'Git']"
front end development,Arxena,Work From Home,Immediately,6 Months,"₹ 5,000-25,000 /month",15000.0,Junior,front end development,4-3 (Junior),"HTML, CSS, JS, React, Git","['HTML', 'CSS', 'JS', 'React', 'Git']"
talent acquisition,PMS Consulting,Delhi,Immediately,6 Months,"₹ 6,000 /month",6000.0,Mid,talent acquisition,12-9 (Mid),"Job Posting, Screening, Scheduling, Candidate Interaction, Communication","['Job Posting', 'Screening', 'Scheduling', 'Candidate Interaction', 'Communication']"
recruitment,The Golden Rise,Vijayawada,Immediately,6 Months,"₹ 25,000-30,000 /month",27500.0,Entry,recruitment,7-1 (Entry),"Documentation, Data Entry, Scheduling","['Documentation', 'Data Entry', 'Scheduling']"
interior design,Des-Kraft,Delhi,Immediately,3 Months,"₹ 5,000-8,000 /month",6500.0,Senior,interior design,10 (Senior),"AutoCAD, 3D Modeling, Design Principles, Space Planning, Rendering, Communication","['AutoCAD', '3D Modeling', 'Design Principles', 'Space Planning', 'Rendering', 'Communication']"
operations,Learnify Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 13,500 /month",13500.0,Entry,operations,20-1 (Entry),"Clerical Tasks, Scheduling, Communication","['Clerical Tasks', 'Scheduling', 'Communication']"
interior design,Decode Interior,Noida,Immediately,3 Months,"₹ 10,000-25,000 /month",17500.0,Entry,interior design,3-1 (Entry),"Sketching, Basic Drafting, Communication","['Sketching', 'Basic Drafting', 'Communication']"
full stack development,Codeify IT Services Pvt. Ltd.,Palwal,Immediately,3 Months,"₹ 6,000-10,000 /month",8000.0,Mid,full stack development,18-15 (Mid),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
human resources (hr),Dotkonnekt,Bangalore,Immediately,3 Months,"₹ 3,000-8,000 /month",5500.0,Mid,human resources (hr),23-19 (Mid),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
marketing,POSTFAYM TECHNOLOGIES PRIVATE LIMITED,Gurgaon,Immediately,3 Months,"₹ 2,000-3,000 /month",2500.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
video making/editing,TZS Digital,Gurgaon,Immediately,3 Months,"₹ 20,000 /month",20000.0,Entry,video making/editing,14-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
sales,Kohli And Sons,Work From Home,Immediately,3 Months,"₹ 25,000 /month",25000.0,Entry,sales,11-1 (Entry),"Communication, Cold Calling, Customer Interaction","['Communication', 'Cold Calling', 'Customer Interaction']"
business analytics,Jivichem Synthesis Private Limited,Work From Home,Immediately,3 Months,"₹ 12,000 /month",12000.0,Entry,business analytics,2-1 (Entry),"Basic Data Analysis, Excel, Reporting","['Basic Data Analysis', 'Excel', 'Reporting']"
full stack development,Code Tikki,Work From Home,Immediately,3 Months,"₹ 1,000 /month",1000.0,Elite,full stack development,22-21 (Elite),"HTML, CSS, JS, React, Node.js, Database, API, Git","['HTML', 'CSS', 'JS', 'React', 'Node.js', 'Database', 'API', 'Git']"
full stack development,Universal Adventures,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month",4000.0,Elite,full stack development,22-21 (Elite),"HTML, CSS, JS, React, Node.js, Database, API, Git","['HTML', 'CSS', 'JS', 'React', 'Node.js', 'Database', 'API', 'Git']"
architecture,AIVI,Work From Home,Immediately,3 Months,"₹ 2,000 /month",2000.0,Elite,architecture,13 (Elite),"AutoCAD, 3D Modeling, Project Planning, Rendering, Design Principles, Communication","['AutoCAD', '3D Modeling', 'Project Planning', 'Rendering', 'Design Principles', 'Communication']"
photography,Events By Sahiba,Delhi,Immediately,3 Months,"₹ 3,000 /month",3000.0,Senior,photography,14 (Senior),"DSLR, Lighting, Editing (Photoshop/Lightroom), Composition, Event Photography, Communication","['DSLR', 'Lighting', 'Editing (Photoshop/Lightroom)', 'Composition', 'Event Photography', 'Communication']"
